timestamp,open,high,low,close,volume
2024-07-17 18:00:00,331.34,331.45,331.3,331.37,4.2
2024-07-17 18:15:00,331.37,331.45,331.19,331.3,5.8
2024-07-17 18:30:00,331.3,331.41,331.29,331.29,3.6
2024-07-17 18:45:00,331.29,331.62,331.29,331.62,5.1
2024-07-17 19:00:00,331.62,331.73,331.58,331.69,3.4
2024-07-17 19:15:00,331.69,332.02,331.58,331.87,8.3
2024-07-17 19:30:00,331.87,332,331.79,332,3.8
2024-07-17 19:45:00,332,332,331.77,331.86,13.2
2024-07-17 20:00:00,331.86,331.95,331.82,331.83,2.3
2024-07-17 20:15:00,331.83,332.94,331.64,332.78,14.8
2024-07-17 20:30:00,332.78,332.78,332.61,332.77,3.3
2024-07-17 20:45:00,332.77,332.85,332.67,332.85,3.3
2024-07-17 21:00:00,332.85,332.96,332.63,332.8,5.4
2024-07-17 21:15:00,332.8,332.86,332.58,332.58,4.6
2024-07-17 21:30:00,332.58,341.1,332.58,340.88,14.7
2024-07-17 21:45:00,340.88,340.95,340.77,340.84,2.8
2024-07-17 22:00:00,340.84,341.09,340.84,341.09,2.7
2024-07-17 22:15:00,341.09,341.21,341.03,341.08,1.8
2024-07-17 22:30:00,341.08,341.19,341.03,341.11,2.6
2024-07-17 22:45:00,341.11,341.24,340.94,341.24,3.4
2024-07-17 23:00:00,341.24,341.46,341.13,341.4,3.5
2024-07-17 23:15:00,341.4,341.5,341.13,341.13,3.2
2024-07-17 23:30:00,341.13,341.32,341.02,341.32,2.7
2024-07-17 23:45:00,341.32,341.67,341.17,341.25,5.1
2024-07-18 00:00:00,341.25,341.41,341.21,341.41,1.3
2024-07-18 00:15:00,341.41,341.49,334.54,336.23,3.8
2024-07-18 00:30:00,336.23,336.34,336.21,336.28,2.1
2024-07-18 00:45:00,336.28,336.45,336.28,336.29,2.4
2024-07-18 01:00:00,336.29,336.4,336.26,336.31,1.3
2024-07-18 01:15:00,336.31,336.47,336.31,336.42,1.5
2024-07-18 01:30:00,336.42,336.53,336.36,336.42,1.5
2024-07-18 01:45:00,336.42,336.58,336.42,336.49,1.1
2024-07-18 02:00:00,336.49,336.66,336.49,336.65,1.3
2024-07-18 02:15:00,336.65,336.87,336.65,336.79,1.8
2024-07-18 02:30:00,336.79,337,336.79,336.87,1.6
2024-07-18 02:45:00,336.87,336.99,336.78,336.99,2.3
2024-07-18 03:00:00,336.99,337.05,336.88,336.88,2.5
2024-07-18 03:15:00,336.88,336.99,336.86,336.86,1.8
2024-07-18 03:30:00,336.86,337.09,336.86,337.09,2
2024-07-18 03:45:00,337.09,337.2,337.09,337.2,0.8
2024-07-18 04:00:00,337.2,337.31,337.2,337.31,0.8
2024-07-18 04:15:00,337.31,337.42,333.87,333.93,8.2
2024-07-18 04:30:00,333.93,333.97,333.82,333.89,1.8
2024-07-18 04:45:00,333.89,334.22,333.81,334.22,3.2
2024-07-18 05:00:00,334.22,334.22,333.96,333.96,0.9
2024-07-18 05:15:00,333.96,333.96,333.9,333.9,0.3
2024-07-18 05:30:00,333.9,334.01,333.78,333.93,2.5
2024-07-18 05:45:00,333.93,334.26,333.93,334.26,2.4
2024-07-18 06:00:00,334.26,334.26,334.11,334.26,1.6
2024-07-18 06:15:00,334.26,334.47,334.26,334.47,1.5
2024-07-18 06:30:00,334.47,334.61,332.47,332.47,2.6
