timestamp,open,high,low,close
2024-08-22 00:30:02,1.4506,1.4512,1.4496,1.4508
2024-08-22 00:35:05,1.4507,1.4538,1.4506,1.453
2024-08-22 00:40:00,1.4527,1.4549,1.4517,1.4517
2024-08-22 00:45:00,1.4495,1.4495,1.4467,1.4471
2024-08-22 00:50:00,1.4476,1.4477,1.4441,1.4455
2024-08-22 00:55:00,1.4445,1.445,1.4425,1.4425
2024-08-22 01:00:01,1.4424,1.443,1.4411,1.4419
2024-08-22 01:05:02,1.4427,1.4427,1.438,1.441
2024-08-22 01:10:03,1.4392,1.441,1.4387,1.4404
2024-08-22 01:15:01,1.4412,1.4412,1.4389,1.4411
2024-08-22 01:20:00,1.4394,1.4405,1.4388,1.4388
2024-08-22 01:25:00,1.4368,1.4379,1.4363,1.4372
2024-08-22 01:30:01,1.4381,1.4396,1.4367,1.4367
2024-08-22 01:35:00,1.437,1.4401,1.437,1.4385
2024-08-22 01:40:01,1.4383,1.4386,1.4358,1.4379
2024-08-22 01:45:02,1.4376,1.4386,1.4373,1.4373
2024-08-22 01:50:02,1.4457,1.4457,1.4404,1.4411
2024-08-22 01:55:03,1.4416,1.4427,1.4405,1.4413
2024-08-22 02:00:03,1.441,1.444,1.4361,1.4393
2024-08-22 02:05:00,1.4379,1.4379,1.4347,1.4357
2024-08-22 02:10:01,1.4343,1.435,1.4337,1.4343
2024-08-22 02:15:01,1.4343,1.4369,1.4343,1.4354
2024-08-22 02:20:03,1.4355,1.4355,1.4328,1.4331
2024-08-22 02:25:03,1.434,1.4353,1.4335,1.4351
2024-08-22 02:30:02,1.4337,1.435,1.4335,1.4337
2024-08-22 02:35:00,1.435,1.4372,1.435,1.4366
2024-08-22 02:40:01,1.4362,1.4373,1.4349,1.4368
2024-08-22 02:45:02,1.4357,1.4357,1.4321,1.4337
2024-08-22 02:50:03,1.4337,1.4339,1.4267,1.4278
2024-08-22 02:55:04,1.429,1.429,1.4199,1.4228
2024-08-22 03:00:05,1.4249,1.4311,1.4239,1.4309
2024-08-22 03:05:01,1.4296,1.4314,1.4283,1.4307
2024-08-22 03:10:02,1.4359,1.4418,1.4359,1.4418
2024-08-22 03:15:03,1.4393,1.4393,1.4364,1.4376
2024-08-22 03:20:03,1.438,1.4386,1.4341,1.4341
2024-08-22 03:25:03,1.4346,1.4389,1.4344,1.4389
2024-08-22 03:30:03,1.4391,1.4418,1.439,1.4409
2024-08-22 03:35:00,1.4424,1.443,1.4392,1.4412
2024-08-22 03:40:00,1.4404,1.4421,1.4398,1.4419
2024-08-22 03:45:03,1.4411,1.4416,1.4382,1.4382
2024-08-22 03:50:03,1.4372,1.4404,1.4372,1.4401
2024-08-22 03:55:00,1.4403,1.4418,1.4397,1.4409
2024-08-22 04:00:00,1.4427,1.4427,1.4395,1.4398
2024-08-22 04:05:01,1.4391,1.4399,1.4391,1.4395
2024-08-22 04:10:02,1.4405,1.4418,1.4399,1.4418
2024-08-22 04:15:02,1.4412,1.4412,1.439,1.44
2024-08-22 04:20:02,1.441,1.4428,1.441,1.4422
2024-08-22 04:25:03,1.4412,1.4412,1.4382,1.4382
2024-08-22 04:30:00,1.4388,1.4393,1.4379,1.4389
2024-08-22 04:35:01,1.4405,1.4424,1.4399,1.4414
2024-08-22 04:40:01,1.442,1.4433,1.4404,1.4421
2024-08-22 04:45:03,1.4419,1.4427,1.4413,1.4427
2024-08-22 04:50:03,1.4422,1.4451,1.4409,1.4451
2024-08-22 04:55:00,1.4448,1.4466,1.4446,1.4465
2024-08-22 05:00:02,1.4469,1.4504,1.4469,1.4504
2024-08-22 05:05:03,1.45,1.45,1.4458,1.4467
2024-08-22 05:10:03,1.4456,1.447,1.4445,1.4445
2024-08-22 05:15:02,1.4451,1.4463,1.445,1.445
2024-08-22 05:20:03,1.4459,1.4484,1.4459,1.4484
2024-08-22 05:25:01,1.4492,1.4502,1.4479,1.4502
2024-08-22 05:30:02,1.4498,1.4515,1.4496,1.4513
2024-08-22 05:35:01,1.4502,1.4516,1.4482,1.4516
2024-08-22 05:40:03,1.4512,1.4525,1.4509,1.4522
2024-08-22 05:45:04,1.4517,1.4521,1.4485,1.4488
2024-08-22 05:50:00,1.4498,1.4501,1.4484,1.4486
2024-08-22 05:55:00,1.4485,1.4495,1.4481,1.4492
2024-08-22 06:00:02,1.4501,1.4501,1.4486,1.4487
2024-08-22 06:05:03,1.4463,1.4533,1.4451,1.4533
2024-08-22 06:10:00,1.4526,1.453,1.4515,1.4525
2024-08-22 06:15:00,1.4527,1.4549,1.4445,1.4445
2024-08-22 06:20:00,1.4444,1.4447,1.4393,1.4393
2024-08-22 06:25:00,1.4426,1.445,1.4426,1.4441
2024-08-22 06:30:04,1.4462,1.4526,1.4462,1.4524
2024-08-22 06:35:00,1.45,1.4502,1.4457,1.446
2024-08-22 06:40:00,1.4463,1.4491,1.4463,1.4478
2024-08-22 06:45:00,1.4478,1.448,1.4465,1.4479
2024-08-22 06:50:02,1.4507,1.4571,1.4507,1.4547
2024-08-22 06:55:04,1.4551,1.4573,1.4548,1.457
2024-08-22 07:00:00,1.4547,1.4572,1.4545,1.4572
2024-08-22 07:05:00,1.4549,1.4587,1.4542,1.4586
2024-08-22 07:10:03,1.4577,1.4581,1.456,1.4574
2024-08-22 07:15:04,1.4558,1.4584,1.4545,1.4584
2024-08-22 07:20:00,1.4596,1.4624,1.4587,1.4618
2024-08-22 07:25:00,1.4609,1.4624,1.4582,1.46
2024-08-22 07:30:02,1.4613,1.4619,1.4605,1.4619
2024-08-22 07:35:03,1.4609,1.4609,1.4579,1.4589
2024-08-22 07:40:00,1.4583,1.4621,1.458,1.4621
2024-08-22 07:45:01,1.4617,1.4626,1.4604,1.461
2024-08-22 07:50:02,1.459,1.4633,1.4588,1.4631
2024-08-22 07:55:04,1.4632,1.4667,1.4616,1.4662
2024-08-22 08:00:04,1.4706,1.4742,1.4681,1.4703
2024-08-22 08:05:00,1.4681,1.4688,1.4651,1.4665
2024-08-22 08:10:01,1.466,1.4677,1.4648,1.4648
2024-08-22 08:15:02,1.4634,1.4654,1.4634,1.4641
2024-08-22 08:20:03,1.4623,1.4656,1.4619,1.4643
2024-08-22 08:25:04,1.4644,1.4652,1.4626,1.4626
2024-08-22 08:30:02,1.4626,1.467,1.4626,1.4665
2024-08-22 08:35:00,1.4637,1.464,1.4603,1.4603
2024-08-22 08:40:00,1.4579,1.4635,1.4579,1.4635
2024-08-22 08:45:00,1.4636,1.4647,1.4624,1.4627
2024-08-22 08:50:00,1.4638,1.4642,1.4605,1.4611
2024-08-22 08:55:02,1.4628,1.465,1.461,1.461
2024-08-22 09:00:04,1.4603,1.4612,1.4589,1.4591
2024-08-22 09:05:01,1.4609,1.461,1.458,1.458
2024-08-22 09:10:01,1.4586,1.4597,1.4579,1.458
2024-08-22 09:15:03,1.4587,1.4587,1.456,1.4563
2024-08-22 09:20:05,1.456,1.4591,1.4559,1.4591
2024-08-22 09:25:00,1.4608,1.4609,1.4592,1.4602
2024-08-22 09:30:00,1.4601,1.4606,1.4576,1.4576
2024-08-22 09:35:02,1.4589,1.4591,1.4574,1.4574
2024-08-22 09:40:02,1.4573,1.4589,1.457,1.458
2024-08-22 09:45:00,1.458,1.461,1.458,1.4606
2024-08-22 09:50:00,1.4623,1.4623,1.459,1.4614
2024-08-22 09:55:01,1.4607,1.464,1.4607,1.4638
2024-08-22 10:00:05,1.464,1.4642,1.4576,1.4579
2024-08-22 10:05:00,1.4578,1.4578,1.4543,1.4572
2024-08-22 10:10:01,1.4579,1.4588,1.4559,1.4574
2024-08-22 10:15:03,1.4573,1.4579,1.4549,1.4567
2024-08-22 10:20:04,1.4576,1.459,1.4572,1.459
2024-08-22 10:25:02,1.4568,1.46,1.4568,1.46
2024-08-22 10:30:00,1.4607,1.4632,1.4583,1.463
2024-08-22 10:35:01,1.4653,1.4658,1.4634,1.4634
2024-08-22 10:40:04,1.4636,1.4636,1.4599,1.4602
2024-08-22 10:45:00,1.4619,1.4639,1.4614,1.4625
2024-08-22 10:50:00,1.4605,1.4614,1.4592,1.4595
2024-08-22 10:55:01,1.4618,1.4621,1.4593,1.4614
2024-08-22 11:00:03,1.4621,1.4642,1.4615,1.4636
2024-08-22 11:05:04,1.4624,1.4629,1.4582,1.4592
2024-08-22 11:10:01,1.4575,1.4584,1.4569,1.4576
2024-08-22 11:15:01,1.458,1.4607,1.4576,1.4586
2024-08-22 11:20:04,1.4586,1.4586,1.4562,1.4562
2024-08-22 11:25:00,1.4593,1.4605,1.4575,1.4597
2024-08-22 11:30:02,1.4598,1.4601,1.4578,1.4591
2024-08-22 11:35:03,1.4577,1.461,1.4574,1.461
2024-08-22 11:40:00,1.4629,1.4629,1.4593,1.4595
2024-08-22 11:45:01,1.4591,1.4608,1.4583,1.4608
2024-08-22 11:50:02,1.4594,1.4617,1.459,1.4617
2024-08-22 11:55:03,1.4617,1.463,1.4607,1.4618
2024-08-22 12:00:00,1.4615,1.4618,1.4603,1.4616
2024-08-22 12:05:01,1.4582,1.4618,1.4571,1.4586
2024-08-22 12:10:03,1.4585,1.4593,1.4571,1.4583
2024-08-22 12:15:04,1.4562,1.4565,1.4518,1.4534
2024-08-22 12:20:00,1.4546,1.4549,1.453,1.4537
2024-08-22 12:25:00,1.4556,1.4594,1.4546,1.4591
2024-08-22 12:30:01,1.4582,1.4583,1.4562,1.458
2024-08-22 12:35:02,1.4585,1.4585,1.4505,1.4528
2024-08-22 12:40:02,1.4546,1.4585,1.4539,1.4544
2024-08-22 12:45:03,1.4557,1.4557,1.4528,1.4539
2024-08-22 12:50:04,1.4526,1.4529,1.4509,1.4525
2024-08-22 12:55:00,1.4524,1.4566,1.4524,1.4539
2024-08-22 13:00:02,1.4547,1.4552,1.4526,1.4537
2024-08-22 13:05:04,1.4546,1.4573,1.4543,1.4566
2024-08-22 13:10:05,1.4546,1.4549,1.4503,1.4543
2024-08-22 13:15:00,1.453,1.4539,1.4509,1.4517
2024-08-22 13:20:04,1.4523,1.4593,1.4517,1.4581
2024-08-22 13:25:03,1.4576,1.4589,1.4563,1.4589
2024-08-22 13:30:02,1.4593,1.46,1.4583,1.4583
2024-08-22 13:35:04,1.461,1.461,1.4561,1.4561
2024-08-22 13:40:05,1.4544,1.457,1.4539,1.4561
2024-08-22 13:45:00,1.4588,1.4591,1.4562,1.4562
2024-08-22 13:50:02,1.4552,1.4558,1.452,1.4535
2024-08-22 13:55:00,1.4535,1.4628,1.4535,1.4625
2024-08-22 14:00:05,1.463,1.463,1.4597,1.46
2024-08-22 14:05:03,1.4588,1.4588,1.4541,1.4541
2024-08-22 14:10:00,1.4558,1.4559,1.451,1.4518
2024-08-22 14:15:03,1.4535,1.456,1.452,1.456
2024-08-22 14:20:00,1.4552,1.4575,1.4552,1.4563
2024-08-22 14:25:03,1.4554,1.4589,1.4554,1.458
2024-08-22 14:30:02,1.4577,1.4596,1.4576,1.4594
2024-08-22 14:35:00,1.4587,1.4606,1.4569,1.4606
2024-08-22 14:40:03,1.4567,1.4567,1.4522,1.4532
2024-08-22 14:45:02,1.4547,1.4557,1.4528,1.4528
2024-08-22 14:50:06,1.4523,1.4523,1.4474,1.45
2024-08-22 14:55:02,1.4533,1.4542,1.4515,1.454
2024-08-22 15:00:02,1.4552,1.4571,1.4548,1.4553
2024-08-22 15:05:00,1.4582,1.4627,1.4578,1.4621
2024-08-22 15:10:03,1.4639,1.4667,1.4624,1.4631
2024-08-22 15:15:02,1.4636,1.4639,1.4624,1.4631
2024-08-22 15:20:06,1.4619,1.4635,1.4602,1.4602
2024-08-22 15:25:01,1.4583,1.4592,1.4569,1.4591
2024-08-22 15:30:01,1.4592,1.46,1.459,1.4596
2024-08-22 15:35:00,1.4582,1.4585,1.4564,1.4578
2024-08-22 15:40:04,1.4574,1.4593,1.4559,1.4559
2024-08-22 15:45:01,1.4587,1.46,1.4544,1.4563
2024-08-22 15:50:00,1.4562,1.4585,1.4514,1.4519
2024-08-22 15:55:02,1.4533,1.4558,1.4529,1.4554
2024-08-22 16:00:01,1.4559,1.4591,1.4559,1.4586
2024-08-22 16:05:00,1.4585,1.4589,1.4554,1.4585
2024-08-22 16:10:01,1.4563,1.4583,1.4553,1.4561
2024-08-22 16:15:01,1.4532,1.4546,1.4527,1.4542
2024-08-22 16:20:05,1.4564,1.4564,1.4536,1.4557
2024-08-22 16:25:01,1.4585,1.459,1.4578,1.4587
2024-08-22 16:30:01,1.4588,1.4612,1.4588,1.4606
2024-08-22 16:35:04,1.4617,1.462,1.4584,1.4584
2024-08-22 16:40:01,1.4619,1.4628,1.4614,1.4625
2024-08-22 16:45:00,1.4631,1.464,1.4627,1.4639
2024-08-22 16:50:03,1.4638,1.4653,1.4615,1.4615
2024-08-22 16:55:01,1.462,1.4625,1.46,1.46
2024-08-22 17:00:00,1.4585,1.4589,1.4569,1.4575
2024-08-22 17:05:03,1.4578,1.4592,1.4536,1.455
2024-08-22 17:10:00,1.4528,1.457,1.4527,1.4564
2024-08-22 17:15:01,1.4588,1.4595,1.4565,1.4571
2024-08-22 17:20:00,1.4588,1.4617,1.4588,1.4604
2024-08-22 17:25:00,1.4602,1.4616,1.4588,1.4595
2024-08-22 17:30:01,1.4605,1.4622,1.4604,1.4619
2024-08-22 17:35:03,1.4614,1.4614,1.4578,1.4593
2024-08-22 17:40:00,1.4587,1.4604,1.4586,1.4602
2024-08-22 17:45:04,1.4615,1.4628,1.4614,1.4618
2024-08-22 17:50:03,1.4624,1.4639,1.4603,1.4603
2024-08-22 17:55:01,1.4606,1.4617,1.4565,1.4565
2024-08-22 18:00:00,1.4578,1.4586,1.4577,1.4583
2024-08-22 18:05:02,1.4563,1.4585,1.4559,1.458
2024-08-22 18:10:02,1.46,1.4617,1.4591,1.4614
2024-08-22 18:15:05,1.4609,1.4627,1.4604,1.4627
2024-08-22 18:20:03,1.4639,1.4652,1.4638,1.4652
2024-08-22 18:25:01,1.468,1.4682,1.4663,1.4663
2024-08-22 18:30:00,1.4662,1.4677,1.466,1.4673
2024-08-22 18:35:03,1.4661,1.4692,1.4661,1.4677
2024-08-22 18:40:01,1.4678,1.4704,1.4678,1.4692
2024-08-22 18:45:03,1.4702,1.471,1.4695,1.4701
2024-08-22 18:50:02,1.4699,1.4711,1.4682,1.4682
2024-08-22 18:55:00,1.4679,1.4689,1.4647,1.4647
2024-08-22 19:00:04,1.4651,1.4654,1.4625,1.4626
2024-08-22 19:05:01,1.463,1.4642,1.4621,1.4641
2024-08-22 19:10:01,1.4646,1.4659,1.463,1.4651
2024-08-22 19:15:04,1.464,1.4642,1.463,1.463
2024-08-22 19:20:01,1.4619,1.4637,1.4618,1.463
2024-08-22 19:25:02,1.463,1.4639,1.4612,1.4616
2024-08-22 19:30:04,1.4617,1.4619,1.4605,1.461
2024-08-22 19:35:00,1.4624,1.4624,1.4607,1.4613
2024-08-22 19:40:01,1.4614,1.4638,1.4609,1.4623
2024-08-22 19:45:04,1.4616,1.462,1.461,1.4618
2024-08-22 19:50:00,1.461,1.4647,1.4609,1.4646
2024-08-22 19:55:03,1.4636,1.4636,1.4614,1.462
2024-08-22 20:00:00,1.4611,1.4612,1.4601,1.4612
2024-08-22 20:05:02,1.4629,1.4696,1.4628,1.4679
2024-08-22 20:10:05,1.4661,1.4675,1.4654,1.4659
2024-08-22 20:15:02,1.4664,1.4677,1.4662,1.4664
2024-08-22 20:20:02,1.4664,1.4687,1.4661,1.4679
2024-08-22 20:25:00,1.4687,1.4694,1.4669,1.4694
2024-08-22 20:30:03,1.4699,1.4699,1.4672,1.4677
2024-08-22 20:35:01,1.4685,1.4693,1.4673,1.4691
2024-08-22 20:40:00,1.4696,1.4698,1.4689,1.4694
2024-08-22 20:45:04,1.4682,1.4687,1.4676,1.4685
2024-08-22 20:50:01,1.4694,1.4726,1.4694,1.4723
2024-08-22 20:55:00,1.4713,1.4724,1.4709,1.4709
2024-08-22 21:00:02,1.472,1.4773,1.4715,1.4773
2024-08-22 21:05:01,1.4771,1.4772,1.4729,1.4733
2024-08-22 21:10:00,1.4716,1.4724,1.4704,1.4709
2024-08-22 21:15:00,1.471,1.4752,1.471,1.4751
2024-08-22 21:20:01,1.4732,1.4737,1.4718,1.4725
2024-08-22 21:25:05,1.4719,1.4768,1.4713,1.4768
2024-08-22 21:30:01,1.4762,1.49,1.4753,1.49
2024-08-22 21:35:01,1.4918,1.4919,1.4852,1.4866
2024-08-22 21:40:00,1.4866,1.4866,1.4836,1.4859
2024-08-22 21:45:01,1.4846,1.4846,1.4828,1.4828
2024-08-22 21:50:00,1.4827,1.4827,1.4814,1.4817
2024-08-22 21:55:02,1.4818,1.4832,1.4814,1.4823
2024-08-22 22:00:01,1.4821,1.4836,1.4821,1.4832
2024-08-22 22:05:01,1.485,1.4886,1.485,1.4872
2024-08-22 22:10:02,1.4871,1.4871,1.4854,1.4858
2024-08-22 22:15:00,1.4853,1.4867,1.4853,1.4863
2024-08-22 22:20:00,1.4856,1.4863,1.4847,1.486
2024-08-22 22:25:00,1.4854,1.4863,1.4853,1.4861
2024-08-22 22:30:02,1.4888,1.4899,1.4885,1.4899
2024-08-22 22:35:03,1.492,1.494,1.492,1.4921
2024-08-22 22:40:00,1.494,1.495,1.4911,1.4917
2024-08-22 22:45:01,1.4911,1.4939,1.491,1.491
2024-08-22 22:50:03,1.4916,1.4927,1.4912,1.4924
2024-08-22 22:55:03,1.4927,1.4954,1.4926,1.4954
2024-08-22 23:00:01,1.4952,1.4973,1.4949,1.4973
2024-08-22 23:05:00,1.4987,1.5015,1.4984,1.4996
2024-08-22 23:10:01,1.5004,1.5004,1.4959,1.4964
2024-08-22 23:15:02,1.4967,1.5007,1.4967,1.5
2024-08-22 23:20:03,1.5004,1.5027,1.4994,1.5023
2024-08-22 23:25:00,1.5037,1.5075,1.5037,1.5075
2024-08-22 23:30:02,1.5065,1.5083,1.5054,1.5077
2024-08-22 23:35:04,1.5091,1.5139,1.5091,1.5138
2024-08-22 23:40:00,1.5125,1.5138,1.5099,1.5122
2024-08-22 23:45:00,1.5119,1.5138,1.5119,1.5132
2024-08-22 23:50:03,1.5166,1.5173,1.5135,1.5143
2024-08-22 23:55:05,1.5127,1.5128,1.5102,1.5114
2024-08-23 00:00:01,1.5116,1.516,1.5083,1.5107
2024-08-23 00:05:00,1.5106,1.5112,1.5076,1.5077
2024-08-23 00:10:00,1.5082,1.5122,1.5076,1.5107
2024-08-23 00:15:01,1.5119,1.5119,1.5074,1.5089
2024-08-23 00:20:04,1.5069,1.5072,1.5053,1.5072
2024-08-23 00:25:01,1.5077,1.5114,1.5075,1.5114
2024-08-23 00:30:01,1.5111,1.5135,1.5099,1.5135
2024-08-23 00:35:03,1.5186,1.5195,1.517,1.518
2024-08-23 00:40:04,1.5168,1.5339,1.5161,1.5328
2024-08-23 00:45:00,1.5284,1.5316,1.5213,1.5213
2024-08-23 00:50:00,1.526,1.5286,1.5242,1.5285
2024-08-23 00:55:00,1.5271,1.5276,1.525,1.5252
2024-08-23 01:00:02,1.5254,1.5263,1.5205,1.5205
2024-08-23 01:05:00,1.5209,1.5209,1.5148,1.5152
2024-08-23 01:10:04,1.5125,1.5126,1.5106,1.5106
2024-08-23 01:15:00,1.51,1.5167,1.5098,1.516
2024-08-23 01:20:00,1.5134,1.5146,1.5123,1.5126
2024-08-23 01:25:01,1.5128,1.515,1.5113,1.5113
2024-08-23 01:30:03,1.5116,1.5129,1.5085,1.5092
2024-08-23 01:35:03,1.5048,1.5081,1.5042,1.5081
2024-08-23 01:40:00,1.51,1.5108,1.5089,1.5089
2024-08-23 01:45:00,1.5082,1.5104,1.5082,1.5097
2024-08-23 01:50:01,1.5098,1.5113,1.5092,1.5103
2024-08-23 01:55:02,1.509,1.5115,1.5075,1.5075
2024-08-23 02:00:03,1.5097,1.5097,1.5084,1.5088
2024-08-23 02:05:00,1.5104,1.512,1.5104,1.5119
2024-08-23 02:10:00,1.5131,1.5158,1.513,1.5141
2024-08-23 02:15:02,1.5122,1.514,1.5117,1.5124
2024-08-23 02:20:04,1.5109,1.514,1.5106,1.511
2024-08-23 02:25:04,1.5105,1.5135,1.5097,1.5132
2024-08-23 02:30:00,1.5149,1.5152,1.5128,1.513
2024-08-23 02:35:00,1.5141,1.5141,1.5122,1.5124
2024-08-23 02:40:00,1.5118,1.5118,1.5101,1.5107
2024-08-23 02:45:03,1.5097,1.5112,1.509,1.511
2024-08-23 02:50:03,1.5172,1.5172,1.5131,1.5136
2024-08-23 02:55:03,1.5117,1.516,1.5117,1.513
2024-08-23 03:00:00,1.5123,1.5132,1.5106,1.5115
2024-08-23 03:05:00,1.511,1.5134,1.511,1.5128
2024-08-23 03:10:03,1.5136,1.5157,1.513,1.5141
2024-08-23 03:15:02,1.512,1.5144,1.511,1.5144
2024-08-23 03:20:04,1.5129,1.5135,1.5125,1.5133
2024-08-23 03:25:00,1.5103,1.512,1.5102,1.5104
2024-08-23 03:30:00,1.5091,1.5149,1.5038,1.5057
2024-08-23 03:35:00,1.5052,1.5066,1.5047,1.5066
2024-08-23 03:40:02,1.5051,1.508,1.5045,1.5077
2024-08-23 03:45:00,1.5073,1.509,1.5073,1.509
2024-08-23 03:50:00,1.5074,1.5077,1.5064,1.507
2024-08-23 03:55:00,1.508,1.5106,1.508,1.5097
2024-08-23 04:00:02,1.5092,1.51,1.5074,1.5078
2024-08-23 04:05:00,1.5097,1.5129,1.5097,1.5112
2024-08-23 04:10:02,1.5119,1.5132,1.5111,1.5111
2024-08-23 04:15:00,1.51,1.5123,1.509,1.5123
2024-08-23 04:20:01,1.5125,1.5139,1.5121,1.5129
2024-08-23 04:25:01,1.514,1.515,1.5137,1.5149
2024-08-23 04:30:03,1.5139,1.516,1.5137,1.516
2024-08-23 04:35:04,1.5139,1.5156,1.5135,1.5135
2024-08-23 04:40:00,1.5123,1.5124,1.5096,1.5096
2024-08-23 04:45:00,1.5095,1.5098,1.5082,1.5085
2024-08-23 04:50:00,1.5085,1.5099,1.5077,1.5099
2024-08-23 04:55:03,1.5105,1.5125,1.5105,1.5125
2024-08-23 05:00:05,1.5124,1.5137,1.5122,1.5129
2024-08-23 05:05:01,1.5149,1.5149,1.5133,1.514
2024-08-23 05:10:02,1.5144,1.5171,1.5123,1.5125
2024-08-23 05:15:03,1.5144,1.5162,1.5135,1.5158
2024-08-23 05:20:03,1.5236,1.5247,1.5208,1.5225
2024-08-23 05:25:00,1.5367,1.5402,1.534,1.534
2024-08-23 05:30:01,1.5388,1.542,1.5362,1.537
2024-08-23 05:35:03,1.5383,1.5385,1.5292,1.5319
2024-08-23 05:40:03,1.5284,1.5313,1.526,1.5294
2024-08-23 05:45:01,1.5309,1.5313,1.5268,1.5293
2024-08-23 05:50:00,1.5312,1.5373,1.5312,1.5372
2024-08-23 05:55:02,1.5396,1.5453,1.5383,1.5453
2024-08-23 06:00:04,1.5448,1.5519,1.5445,1.5519
2024-08-23 06:05:02,1.5526,1.5533,1.5501,1.552
2024-08-23 06:10:03,1.5577,1.568,1.5539,1.5667
2024-08-23 06:15:01,1.5656,1.5656,1.5591,1.5634
2024-08-23 06:20:05,1.5642,1.5665,1.5611,1.5633
2024-08-23 06:25:00,1.5613,1.563,1.5581,1.5604
2024-08-23 06:30:00,1.5598,1.5599,1.5574,1.5593
2024-08-23 06:35:02,1.5558,1.5558,1.5475,1.5475
2024-08-23 06:40:04,1.5531,1.5556,1.5531,1.5541
2024-08-23 06:45:03,1.5532,1.5537,1.5522,1.5537
2024-08-23 06:50:00,1.556,1.564,1.5546,1.564
2024-08-23 06:55:01,1.5658,1.5658,1.5606,1.5624
2024-08-23 07:00:01,1.5605,1.5646,1.5598,1.562
2024-08-23 07:05:03,1.5612,1.5628,1.5584,1.5593
2024-08-23 07:10:02,1.5582,1.5602,1.5571,1.5578
2024-08-23 07:15:00,1.5553,1.558,1.5553,1.5575
2024-08-23 07:20:01,1.558,1.5607,1.558,1.5606
2024-08-23 07:25:02,1.5562,1.5574,1.5553,1.5555
2024-08-23 07:30:04,1.5551,1.5553,1.5535,1.5537
2024-08-23 07:35:01,1.5525,1.554,1.5503,1.5503
2024-08-23 07:40:02,1.5512,1.5542,1.5509,1.5542
2024-08-23 07:45:02,1.5521,1.5547,1.5519,1.5531
2024-08-23 07:50:01,1.5527,1.5532,1.5508,1.5508
2024-08-23 07:55:00,1.5512,1.5524,1.5504,1.5521
2024-08-23 08:00:00,1.5529,1.5532,1.5511,1.5517
2024-08-23 08:05:02,1.5508,1.5522,1.5498,1.5514
2024-08-23 08:10:01,1.5506,1.556,1.5503,1.5524
