timestamp,open,high,low,close,volume
2024-08-10 05:25:00,60416.2,60445.1,60383.9,60445.1
2024-08-10 05:30:02,60420.0,60440.0,60416.2,60423.2
2024-08-10 05:35:01,60444.6,60447.0,60406.0,60408.3
2024-08-10 05:40:00,60429.6,60545.5,60358.1,60385.2
2024-08-10 05:45:03,60388.5,60424.8,60380.1,60403.0
2024-08-10 05:50:03,60387.9,60440.1,60380.5,60440.1
2024-08-10 05:55:02,60452.9,60452.9,60408.6,60410.9
2024-08-10 06:00:00,60412.1,60425.4,60367.2,60371.0
2024-08-10 06:05:04,60423.4,60451.5,60334.0,60394.0
2024-08-10 06:10:02,60378.0,60450.0,60377.8,60447.7
2024-08-10 06:15:01,60455.0,60455.0,60407.0,60426.7
2024-08-10 06:20:00,60422.2,60430.0,60412.1,60429.8
2024-08-10 06:25:02,60414.4,60423.0,60370.9,60397.0
2024-08-10 06:30:03,60431.7,60450.0,60403.5,60403.5
2024-08-10 06:35:01,60399.3,60431.2,60383.0,60423.5
2024-08-10 06:40:00,60400.0,60495.5,60400.0,60495.0
2024-08-10 06:45:03,60488.0,60525.0,60464.2,60480.0
2024-08-10 06:50:03,60502.3,60502.3,60429.1,60438.1
2024-08-10 06:55:02,60430.1,60466.8,60421.6,60466.8
2024-08-10 07:00:00,60497.4,60497.4,60462.7,60463.0
2024-08-10 07:05:05,60473.5,60540.3,60472.7,60540.3
2024-08-10 07:10:03,60515.8,60561.0,60515.0,60519.8
2024-08-10 07:15:02,60522.0,60624.0,60522.0,60624.0
2024-08-10 07:20:01,60571.9,60663.8,60545.1,60623.7
2024-08-10 07:25:04,60676.9,60692.9,60617.9,60629.7
2024-08-10 07:30:02,60622.8,60638.7,60614.3,60634.2
2024-08-10 07:35:01,60627.9,60698.0,60617.2,60678.6
2024-08-10 07:40:00,60700.0,60736.4,60666.1,60730.4
2024-08-10 07:45:00,60688.0,60730.0,60688.0,60721.8
2024-08-10 07:50:02,60742.8,60766.7,60683.7,60748.2
2024-08-10 07:55:02,60770.0,60800.2,60763.6,60777.6
2024-08-10 08:00:01,60771.9,60850.7,60769.3,60842.8
2024-08-10 08:05:04,60845.4,60893.0,60759.7,60854.0
2024-08-10 08:10:03,60861.4,60933.3,60756.0,60756.0
2024-08-10 08:15:00,60720.2,60778.0,60718.4,60778.0
2024-08-10 08:20:00,60729.3,60749.9,60686.9,60720.4
2024-08-10 08:25:04,60728.0,60769.3,60706.8,60706.8
2024-08-10 08:30:02,60709.3,60772.9,60650.1,60763.7
2024-08-10 08:35:00,60737.2,60737.2,60700.1,60700.1
2024-08-10 08:40:02,60672.7,60677.8,60654.0,60666.0
2024-08-10 08:45:02,60664.7,60744.9,60628.5,60709.6
2024-08-10 08:50:01,60732.2,60770.1,60732.2,60732.2
2024-08-10 08:55:04,60763.0,60804.6,60698.0,60705.8
2024-08-10 09:00:03,60710.9,60748.0,60693.0,60737.5
2024-08-10 09:05:02,60814.1,60846.8,60791.0,60828.0
2024-08-10 09:10:00,60833.0,60849.2,60809.9,60849.2
2024-08-10 09:15:03,60811.9,60881.6,60810.6,60862.1
2024-08-10 09:20:03,60874.2,60874.2,60814.9,60816.0
2024-08-10 09:25:01,60811.9,60821.3,60790.9,60816.1
2024-08-10 09:30:00,60796.4,60878.3,60796.4,60870.1
2024-08-10 09:35:04,60955.1,60984.3,60932.1,60978.6
2024-08-10 09:40:02,60994.9,61094.0,60990.7,61082.0
2024-08-10 09:45:02,61086.3,61133.3,60966.0,60970.6
2024-08-10 09:50:00,61000.0,61050.5,61000.0,61050.5
2024-08-10 09:55:04,61077.8,61200.0,60978.7,60978.7
2024-08-10 10:00:03,60987.7,61010.0,60895.9,60910.1
2024-08-10 10:05:00,60908.0,60940.7,60840.2,60876.5
2024-08-10 10:10:05,60903.6,60998.9,60890.5,60980.0
2024-08-10 10:15:03,60982.6,60987.0,60937.6,60954.1
2024-08-10 10:20:01,60992.8,61031.0,60920.1,60931.9
2024-08-10 10:25:00,60940.1,60940.1,60762.3,60762.3
2024-08-10 10:30:03,60751.2,60771.0,60650.1,60754.2
2024-08-10 10:35:01,60776.1,60960.0,60762.1,60960.0
2024-08-10 10:40:04,60788.4,60823.3,60727.4,60823.3
2024-08-10 10:45:02,60787.8,60848.2,60782.2,60820.1
2024-08-10 10:50:00,60812.1,60845.9,60812.1,60838.8
2024-08-10 10:55:04,60802.4,60860.3,60802.4,60844.2
2024-08-10 11:00:02,60780.6,60816.0,60777.7,60795.1
2024-08-10 11:05:00,60804.9,60804.9,60757.6,60778.1
2024-08-10 11:10:04,60780.0,60945.0,60780.0,60881.9
2024-08-10 11:15:02,60855.0,60891.8,60841.8,60860.0
2024-08-10 11:20:00,60887.6,60956.0,60876.6,60944.5
2024-08-10 11:25:02,60939.3,60949.7,60912.1,60927.9
2024-08-10 11:30:01,60920.1,60924.0,60880.1,60894.0
2024-08-10 11:35:05,60941.7,60941.7,60903.9,60931.9
2024-08-10 11:40:02,60899.8,61009.7,60891.0,60973.6
