timestamp,open,high,low,close
2024-09-02 19:10:00,58422.6,58477.9,58420.1,58470.9
2024-09-02 19:15:00,58552.8,58560.0,58496.3,58502.9
2024-09-02 19:20:02,58524.0,58528.0,58488.1,58497.6
2024-09-02 19:25:04,58470.1,58495.8,58470.1,58486.6
2024-09-02 19:30:00,58504.1,58525.0,58496.6,58525.0
2024-09-02 19:35:02,58509.1,58509.1,58475.3,58504.8
2024-09-02 19:40:03,58497.4,58543.6,58414.7,58446.1
2024-09-02 19:45:04,58443.1,58448.9,58404.6,58448.9
2024-09-02 19:50:00,58470.1,58471.5,58427.0,58444.2
2024-09-02 19:55:00,58453.4,58474.3,58432.7,58461.3
2024-09-02 20:00:03,58431.7,58457.2,58412.7,58457.2
2024-09-02 20:05:00,58450.1,58450.1,58385.4,58385.4
2024-09-02 20:10:00,58436.4,58484.3,58436.4,58452.8
2024-09-02 20:15:01,58498.1,58557.9,58472.1,58534.7
2024-09-02 20:20:03,58547.1,58575.5,58545.9,58573.4
2024-09-02 20:25:04,58573.2,58573.2,58536.7,58550.9
2024-09-02 20:30:01,58553.4,58553.4,58513.1,58513.1
2024-09-02 20:35:02,58513.1,58646.7,58513.1,58646.7
2024-09-02 20:40:03,58641.5,58641.5,58568.1,58573.3
2024-09-02 20:45:04,58575.1,58635.8,58570.2,58600.7
2024-09-02 20:50:00,58602.4,58626.4,58590.4,58621.5
2024-09-02 20:55:02,58704.0,59211.6,58703.2,59130.9
2024-09-02 21:00:03,59125.5,59125.5,58938.1,59022.3
2024-09-02 21:05:00,59142.1,59242.9,59124.8,59212.9
2024-09-02 21:10:01,59178.0,59191.9,59068.0,59143.6
2024-09-02 21:15:03,59204.0,59247.9,59020.7,59231.2
2024-09-02 21:20:02,59194.2,59227.0,59132.0,59219.4
2024-09-02 21:25:05,59240.0,59261.2,59148.1,59248.3
2024-09-02 21:30:00,59257.3,59279.7,59218.6,59279.7
2024-09-02 21:35:02,59259.4,59259.4,59220.1,59220.1
2024-09-02 21:40:03,59116.0,59125.9,59060.1,59072.5
