timestamp,open,high,low,close,volume,isSwing,pointpos
2024-05-07 13:06:00,64166.0,64182.0,64154.1,64154.2,2.7,1,64182.0
2024-05-07 13:07:00,64154.2,64162.0,64132.7,64148.3,3.713,0,
2024-05-07 13:08:00,64148.3,64154.0,64109.6,64111.5,4.258,0,
2024-05-07 13:09:00,64111.5,64131.6,64103.8,64119.9,2.884,0,
2024-05-07 13:10:00,64119.9,64132.9,64077.1,64082.1,4.548,0,
2024-05-07 13:11:00,64082.1,64082.1,64050.6,64051.9,2.136,0,
2024-05-07 13:12:00,64051.9,64058.4,64028.7,64041.8,3.194,0,
2024-05-07 13:13:00,64041.8,64057.2,64033.0,64033.0,3.5,0,
2024-05-07 13:14:00,64033.0,64036.9,63923.2,63923.2,10.311,0,
2024-05-07 13:15:00,63923.2,63923.2,63845.8,63878.5,5.407,0,
2024-05-07 13:16:00,63878.5,63972.0,63878.4,63972.0,2.379,0,
2024-05-07 13:17:00,63972.0,64012.6,63972.0,63998.6,3.178,0,
2024-05-07 13:18:00,63998.6,64011.5,63950.4,63982.9,3.74,0,
2024-05-07 13:19:00,63982.9,63982.9,63830.3,63830.3,5.827,0,
2024-05-07 13:20:00,63830.3,63848.2,63761.3,63770.2,7.109,2,63761.3
2024-05-07 13:21:00,63770.2,63883.7,63770.2,63862.3,0.977,0,
2024-05-07 13:22:00,63862.3,63891.1,63825.9,63832.4,0.623,0,
2024-05-07 13:23:00,63832.4,63872.3,63800.8,63872.2,1.522,0,
2024-05-07 13:24:00,63872.2,63872.4,63829.3,63851.0,2.743,0,
2024-05-07 13:25:00,63851.0,63872.1,63818.5,63832.7,1.653,0,
2024-05-07 13:26:00,63832.7,63880.1,63825.3,63835.2,0.592,0,
2024-05-07 13:27:00,63835.2,63874.0,63827.9,63860.1,0.919,0,
2024-05-07 13:28:00,63860.1,63876.0,63830.4,63843.0,0.816,0,
2024-05-07 13:29:00,63843.0,63843.4,63832.3,63834.5,0.386,0,
2024-05-07 13:30:00,63834.5,63839.1,63820.8,63835.4,0.352,0,
2024-05-07 13:31:00,63835.4,63910.2,63826.0,63880.2,1.783,0,
2024-05-07 13:32:00,63880.2,63935.8,63874.8,63923.2,0.417,0,
2024-05-07 13:33:00,63923.2,63955.0,63911.2,63955.0,1.256,0,
2024-05-07 13:34:00,63955.0,63955.0,63922.0,63935.7,1.2,0,
2024-05-07 13:35:00,63935.7,63975.9,63926.6,63975.9,0.772,0,
2024-05-07 13:36:00,63975.9,63989.3,63967.9,63975.0,3.922,0,
2024-05-07 13:37:00,63975.0,63980.1,63932.4,63944.7,0.486,0,
2024-05-07 13:38:00,63944.7,63976.5,63938.2,63976.5,0.365,0,
2024-05-07 13:39:00,63976.5,64000.0,63968.1,63973.6,0.669,0,
2024-05-07 13:40:00,63973.6,63973.6,63930.2,63940.6,2.15,0,
2024-05-07 13:41:00,63940.6,63999.8,63940.6,63999.8,1.394,0,
2024-05-07 13:42:00,63999.8,64027.2,63987.0,64017.4,4.804,0,
2024-05-07 13:43:00,64017.4,64033.8,63999.7,64022.0,0.912,0,
2024-05-07 13:44:00,64022.0,64026.0,64002.3,64015.9,1.296,0,
2024-05-07 13:45:00,64015.9,64029.1,64008.4,64015.4,1.934,0,
2024-05-07 13:46:00,64015.4,64056.5,64013.6,64056.5,1.495,0,
2024-05-07 13:47:00,64056.5,64080.9,64051.6,64053.7,4.716,0,
2024-05-07 13:48:00,64053.7,64053.7,63998.1,64010.8,5.196,0,
2024-05-07 13:49:00,64010.8,64036.7,64010.8,64011.3,3.5,0,
2024-05-07 13:50:00,64011.3,64011.3,63977.4,63983.3,5.502,0,
2024-05-07 13:51:00,63983.3,64003.6,63968.2,64003.6,0.578,0,
2024-05-07 13:52:00,64003.6,64074.0,63998.3,64062.9,2.171,0,
2024-05-07 13:53:00,64062.9,64099.8,64050.6,64090.0,3.012,0,
2024-05-07 13:54:00,64090.0,64150.4,64077.1,64120.7,5.098,0,
2024-05-07 13:55:00,64120.7,64140.4,64117.3,64129.0,0.421,0,
2024-05-07 13:56:00,64129.0,64130.0,64108.4,64108.4,3.637,0,
2024-05-07 13:57:00,64108.4,64132.8,64085.8,64132.8,3.594,0,
2024-05-07 13:58:00,64132.8,64152.0,64123.8,64125.8,2.47,1,64152.0
2024-05-07 13:59:00,64125.8,64135.9,64104.7,64110.7,1.932,0,
2024-05-07 14:00:00,64110.7,64110.7,64091.9,64091.9,0.363,0,
2024-05-07 14:01:00,64091.9,64118.9,64073.9,64118.9,1.588,0,
2024-05-07 14:02:00,64118.9,64128.0,64106.1,64106.1,1.155,0,
2024-05-07 14:03:00,64106.1,64111.3,64088.5,64111.3,2.693,0,
2024-05-07 14:04:00,64111.3,64114.1,64099.7,64107.9,0.371,0,
2024-05-07 14:05:00,64107.9,64114.0,64047.9,64048.3,2.778,0,
2024-05-07 14:06:00,64048.3,64051.5,63932.4,64016.8,2.49,0,
2024-05-07 14:07:00,64016.8,64070.1,64016.8,64070.1,0.557,0,
2024-05-07 14:08:00,64070.1,64076.1,64021.1,64021.1,3.766,0,
2024-05-07 14:09:00,64021.1,64043.2,64001.5,64038.5,2.091,0,
2024-05-07 14:10:00,64038.5,64038.5,64011.6,64011.6,1.631,0,
2024-05-07 14:11:00,64011.6,64026.0,64011.4,64021.2,1.529,0,
